Date,Home,Team,Opp,Win,Points Scored,Opp Points Scored,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Win Percentage,Season
2024-11-17,0,UTA,LAC,0,105,116,39,79,0.494,12,40,0.3,15,18,0.833,9,41,24,7,1,19,14,46,94,0.489,11,40,0.275,13,17,0.765,14,41,30,11,5,9,11,0.25,2025
2024-11-19,0,UTA,LAL,0,118,124,45,90,0.5,12,36,0.333,16,19,0.842,11,42,28,9,0,16,24,42,76,0.553,14,31,0.452,26,36,0.722,6,34,30,9,5,14,16,0.2307692307692307,2025
2024-11-21,0,UTA,SAS,0,118,126,41,98,0.418,13,45,0.289,23,26,0.885,12,49,22,4,7,14,29,41,88,0.466,9,32,0.281,35,46,0.761,11,51,32,8,9,11,20,0.2142857142857142,2025
2024-11-23,1,UTA,NYK,1,121,106,44,87,0.506,19,34,0.559,14,19,0.737,9,52,30,4,4,18,19,39,100,0.39,17,51,0.333,11,12,0.917,11,40,25,10,10,9,19,0.2,2025
2024-11-26,1,UTA,SAS,0,115,128,43,84,0.512,13,35,0.371,16,20,0.8,10,41,24,6,4,21,20,45,93,0.484,18,48,0.375,20,26,0.769,13,39,30,12,5,10,17,0.25,2025
2024-11-27,1,UTA,DEN,0,103,122,38,90,0.422,16,43,0.372,11,18,0.611,21,47,25,7,5,19,17,46,84,0.548,11,33,0.333,19,23,0.826,10,39,30,10,8,11,14,0.2352941176470588,2025
2024-11-30,1,UTA,DAL,0,94,106,34,95,0.358,9,39,0.231,17,21,0.81,19,53,20,10,7,15,14,41,90,0.456,15,39,0.385,9,15,0.6,12,48,30,12,6,15,21,0.2222222222222222,2025
2024-12-01,1,UTA,LAL,0,104,105,40,79,0.506,14,40,0.35,10,16,0.625,8,44,27,4,4,15,19,39,88,0.443,7,33,0.212,20,25,0.8,10,42,23,7,4,5,18,0.2105263157894736,2025
2024-12-03,0,UTA,OKC,0,106,133,38,70,0.543,13,35,0.371,17,22,0.773,11,36,21,3,6,29,14,53,102,0.52,17,47,0.362,10,11,0.909,15,34,32,18,3,8,23,0.2,2025
2024-12-06,0,UTA,POR,1,141,99,53,96,0.552,14,32,0.438,21,23,0.913,11,61,34,6,11,14,17,37,95,0.389,14,47,0.298,11,17,0.647,6,34,23,4,7,11,22,0.1904761904761904,2025
2024-12-08,0,UTA,SAC,0,97,141,31,80,0.388,15,42,0.357,20,21,0.952,9,38,21,6,6,20,17,57,100,0.57,22,44,0.5,5,8,0.625,9,43,39,10,7,8,17,0.2272727272727272,2025
2024-12-13,1,UTA,PHO,0,126,134,43,77,0.558,22,39,0.564,18,22,0.818,6,34,30,5,6,15,17,47,89,0.528,22,45,0.489,18,20,0.9,9,37,36,10,7,8,18,0.217391304347826,2025
2024-12-16,0,UTA,LAC,0,107,144,36,80,0.45,13,39,0.333,22,30,0.733,10,35,22,8,3,23,20,49,82,0.598,21,39,0.538,25,32,0.781,7,41,28,13,6,16,20,0.2083333333333333,2025
2024-12-19,0,UTA,DET,1,126,119,39,83,0.47,20,40,0.5,28,31,0.903,15,62,23,5,8,27,19,46,105,0.438,13,47,0.277,14,18,0.778,13,39,26,10,8,10,25,0.2,2025
2024-12-21,0,UTA,BRK,1,105,94,41,86,0.477,14,41,0.341,9,17,0.529,10,45,25,11,8,18,16,38,94,0.404,7,40,0.175,11,12,0.917,16,50,24,9,3,19,17,0.2307692307692307,2025
2024-12-23,0,UTA,CLE,0,113,124,38,92,0.413,19,44,0.432,18,26,0.692,18,51,27,6,5,17,20,43,91,0.473,20,46,0.435,18,23,0.783,10,40,33,10,3,9,23,0.2592592592592592,2025
2024-12-26,0,UTA,POR,0,120,122,41,86,0.477,21,42,0.5,17,25,0.68,11,46,26,9,5,13,16,45,89,0.506,15,38,0.395,17,22,0.773,9,43,26,10,8,11,20,0.25,2025
2024-12-28,1,UTA,PHI,0,111,114,43,89,0.483,12,36,0.333,13,15,0.867,14,48,27,3,3,22,25,36,83,0.434,13,36,0.361,29,37,0.784,10,32,22,15,8,8,22,0.2413793103448276,2025
2024-12-30,1,UTA,DEN,0,121,132,44,86,0.512,13,38,0.342,20,22,0.909,7,37,28,6,2,16,17,53,105,0.505,9,30,0.3,17,19,0.895,17,51,38,13,3,7,17,0.2333333333333333,2025
2024-10-24,1,WAS,BOS,0,102,122,41,95,0.432,7,36,0.194,13,18,0.722,10,40,27,9,6,15,19,42,90,0.467,17,45,0.378,21,27,0.778,12,49,21,7,3,14,19,0.0,2025
2024-10-26,1,WAS,CLE,0,116,135,37,96,0.385,15,43,0.349,27,32,0.844,18,46,25,6,9,15,25,47,88,0.534,18,39,0.462,23,34,0.676,11,48,27,13,10,17,27,0.0,2025
2024-10-28,0,WAS,ATL,1,121,119,41,91,0.451,21,44,0.477,18,22,0.818,9,43,24,7,3,18,25,39,81,0.481,15,40,0.375,26,36,0.722,6,39,32,12,7,16,22,0.0,2025
2024-10-30,1,WAS,ATL,1,133,120,47,89,0.528,16,38,0.421,23,25,0.92,6,37,32,10,5,16,21,45,95,0.474,12,39,0.308,18,21,0.857,12,41,28,10,3,17,19,0.3333333333333333,2025
2024-11-02,1,WAS,MIA,0,98,118,38,91,0.418,7,35,0.2,15,21,0.714,8,44,23,12,10,12,22,43,102,0.422,15,37,0.405,17,24,0.708,21,65,19,6,3,14,18,0.5,2025
2024-11-04,1,WAS,GSW,0,112,125,42,96,0.438,10,43,0.233,18,21,0.857,8,47,29,4,8,10,23,44,97,0.454,12,37,0.324,25,34,0.735,16,56,29,5,7,7,20,0.4,2025
2024-11-08,0,WAS,MEM,0,104,128,38,93,0.409,9,35,0.257,19,23,0.826,11,41,27,14,8,18,27,46,97,0.474,14,43,0.326,22,25,0.88,13,50,30,10,10,19,19,0.3333333333333333,2025
2024-11-10,0,WAS,ORL,0,94,121,33,72,0.458,10,33,0.303,18,25,0.72,7,37,20,4,7,17,25,41,91,0.451,17,48,0.354,22,25,0.88,15,44,25,6,5,12,21,0.2857142857142857,2025
2024-11-11,0,WAS,HOU,0,92,107,36,88,0.409,11,31,0.355,9,13,0.692,8,34,21,14,5,19,17,40,87,0.46,5,23,0.217,22,25,0.88,17,58,13,12,10,21,17,0.25,2025
2024-11-13,0,WAS,SAS,0,130,139,49,95,0.516,18,44,0.409,14,16,0.875,11,41,27,5,5,18,23,48,92,0.522,18,44,0.409,25,32,0.781,8,39,38,7,7,9,15,0.2222222222222222,2025
2024-11-15,0,WAS,ATL,0,117,129,43,106,0.406,15,43,0.349,16,21,0.762,13,52,28,11,5,16,23,46,98,0.469,12,37,0.324,25,30,0.833,15,55,28,10,10,16,17,0.2,2025
2024-11-17,1,WAS,DET,0,104,124,39,83,0.47,12,27,0.444,14,20,0.7,5,39,21,6,3,17,16,46,97,0.474,17,38,0.447,15,19,0.789,13,51,27,11,4,9,19,0.1818181818181818,2025
2024-11-18,0,WAS,NYK,0,106,134,43,91,0.473,11,33,0.333,9,16,0.563,12,41,23,5,3,10,19,51,91,0.56,20,40,0.5,12,13,0.923,7,41,37,4,1,8,12,0.1666666666666666,2025
2024-11-22,1,WAS,BOS,0,96,108,39,90,0.433,7,28,0.25,11,16,0.688,10,48,19,6,4,20,29,36,85,0.424,11,46,0.239,25,32,0.781,10,43,22,11,7,12,19,0.1538461538461538,2025
2024-11-24,0,WAS,IND,0,103,115,36,79,0.456,11,35,0.314,20,25,0.8,8,41,24,8,5,17,19,41,86,0.477,12,27,0.444,21,27,0.778,12,45,31,8,3,12,18,0.1428571428571428,2025
2024-11-26,1,WAS,CHI,0,108,127,39,91,0.429,10,37,0.27,20,31,0.645,5,43,27,7,3,14,18,47,94,0.5,14,40,0.35,19,22,0.864,8,50,29,6,4,11,22,0.1333333333333333,2025
2024-11-27,1,WAS,LAC,0,96,121,35,85,0.412,8,33,0.242,18,22,0.818,11,40,21,9,4,20,18,45,89,0.506,12,33,0.364,19,25,0.76,13,47,27,18,4,16,19,0.125,2025
2024-11-30,0,WAS,MIL,0,114,124,41,87,0.471,9,32,0.281,23,24,0.958,8,41,24,7,3,12,26,44,86,0.512,16,35,0.457,20,25,0.8,7,38,31,5,6,12,18,0.1176470588235294,2025
2024-12-03,0,WAS,CLE,0,87,118,32,83,0.386,4,26,0.154,19,25,0.76,13,52,18,4,8,21,21,43,89,0.483,16,46,0.348,16,25,0.64,7,45,31,11,4,11,20,0.1111111111111111,2025
2024-12-05,1,WAS,DAL,0,101,137,39,99,0.394,13,40,0.325,10,15,0.667,12,39,25,10,3,12,19,48,89,0.539,20,38,0.526,21,27,0.778,13,58,27,8,12,16,16,0.1052631578947368,2025
2024-12-07,1,WAS,DEN,1,122,113,45,93,0.484,16,41,0.39,16,22,0.727,15,46,31,9,12,17,21,46,95,0.484,5,25,0.2,16,27,0.593,16,48,34,11,6,15,23,0.1,2025
2024-12-08,1,WAS,MEM,0,112,140,43,100,0.43,6,32,0.188,20,22,0.909,20,52,20,10,5,21,25,50,96,0.521,17,43,0.395,23,29,0.793,12,46,34,12,8,18,20,0.1428571428571428,2025
2024-12-13,0,WAS,CLE,0,105,115,41,86,0.477,14,40,0.35,9,11,0.818,6,44,24,7,7,18,28,36,91,0.396,15,50,0.3,28,40,0.7,16,50,27,10,5,11,14,0.1363636363636363,2025
2024-12-15,1,WAS,BOS,0,98,112,40,99,0.404,13,40,0.325,5,8,0.625,17,51,22,10,7,16,25,40,93,0.43,18,46,0.391,14,24,0.583,16,56,26,11,5,18,15,0.1304347826086956,2025
2024-12-19,1,WAS,CHO,1,123,114,41,83,0.494,17,42,0.405,24,31,0.774,12,52,33,5,8,18,18,43,106,0.406,8,43,0.186,20,27,0.741,22,52,30,12,2,8,21,0.125,2025
2024-12-21,0,WAS,MIL,0,101,112,36,81,0.444,18,42,0.429,11,16,0.688,8,47,20,7,4,19,10,44,98,0.449,20,48,0.417,4,5,0.8,10,44,35,12,2,13,14,0.16,2025
2024-12-23,0,WAS,OKC,0,105,123,36,91,0.396,16,43,0.372,17,20,0.85,13,51,25,7,8,19,16,47,106,0.443,10,38,0.263,19,22,0.864,19,59,25,15,9,12,18,0.1538461538461538,2025
2024-12-26,1,WAS,CHO,1,113,110,39,91,0.429,14,44,0.318,21,28,0.75,8,43,25,9,7,11,19,41,94,0.436,17,42,0.405,11,14,0.786,11,50,31,6,4,19,23,0.1481481481481481,2025
2024-12-28,1,WAS,NYK,0,132,136,51,99,0.515,17,38,0.447,13,15,0.867,11,44,32,7,4,17,22,51,97,0.526,10,40,0.25,24,26,0.923,10,43,26,7,3,15,14,0.1785714285714285,2025
2024-12-30,1,WAS,NYK,0,106,126,39,92,0.424,12,43,0.279,16,22,0.727,12,46,25,6,8,13,23,45,98,0.459,15,44,0.341,21,25,0.84,15,54,34,9,2,8,19,0.1724137931034483,2025
2023-10-25,0,ATL,CHO,0,110,116,39,93,0.419,5,29,0.172,27,33,0.818,12,42,24,12,1,12,19,43,86,0.5,11,37,0.297,19,26,0.731,12,51,34,5,3,19,21,0.0,2024
2023-10-27,1,ATL,NYK,0,120,126,42,87,0.483,12,32,0.375,24,30,0.8,9,44,28,7,6,14,20,43,90,0.478,20,44,0.455,20,28,0.714,12,45,30,9,6,16,21,0.0,2024
2023-10-29,0,ATL,MIL,1,127,110,47,93,0.505,15,37,0.405,18,22,0.818,13,46,32,15,2,17,17,39,86,0.453,16,44,0.364,16,20,0.8,12,39,22,10,3,23,22,0.0,2024
2023-10-30,1,ATL,MIN,1,127,113,48,86,0.558,14,30,0.467,17,18,0.944,4,36,28,6,7,11,12,44,90,0.489,16,33,0.485,9,15,0.6,10,38,24,5,5,14,17,0.3333333333333333,2024
2023-11-01,1,ATL,WAS,1,130,121,46,92,0.5,9,32,0.281,29,32,0.906,14,57,26,8,3,21,16,51,101,0.505,10,40,0.25,9,14,0.643,6,35,32,14,3,11,25,0.5,2024
2023-11-04,0,ATL,NOP,1,123,105,45,93,0.484,14,41,0.341,19,24,0.792,19,52,28,4,6,13,16,40,84,0.476,8,31,0.258,17,21,0.81,9,35,24,9,7,11,15,0.6,2024
2023-11-06,0,ATL,OKC,0,117,126,38,102,0.373,14,42,0.333,27,32,0.844,25,59,27,8,3,15,16,45,94,0.479,14,35,0.4,22,23,0.957,11,49,27,7,7,13,22,0.6666666666666666,2024
2023-11-09,0,ATL,ORL,1,120,119,41,85,0.482,15,39,0.385,23,30,0.767,8,36,22,13,7,18,25,42,90,0.467,10,27,0.37,25,35,0.714,18,47,19,12,6,19,24,0.5714285714285714,2024
2023-11-11,1,ATL,MIA,0,109,117,38,87,0.437,18,46,0.391,15,18,0.833,15,48,23,6,6,22,19,41,84,0.488,12,38,0.316,23,25,0.92,7,39,23,10,4,15,14,0.625,2024
2023-11-14,0,ATL,DET,1,126,120,45,87,0.517,12,33,0.364,24,26,0.923,10,41,28,9,7,14,19,47,90,0.522,10,29,0.345,16,23,0.696,14,42,36,9,6,17,20,0.5555555555555556,2024
2023-11-15,1,ATL,NYK,0,114,116,41,75,0.547,12,31,0.387,20,26,0.769,6,30,28,11,6,15,20,45,94,0.479,16,34,0.471,10,11,0.909,14,42,29,9,2,17,20,0.6,2024
2023-11-17,1,ATL,PHI,0,116,126,40,89,0.449,12,33,0.364,24,30,0.8,14,39,24,8,4,13,20,43,88,0.489,13,30,0.433,27,28,0.964,13,43,32,9,4,17,20,0.5454545454545454,2024
2023-11-21,1,ATL,IND,0,152,157,57,95,0.6,15,31,0.484,23,28,0.821,12,39,28,8,4,15,23,57,94,0.606,22,45,0.489,21,28,0.75,7,29,35,7,11,14,25,0.5,2024
2023-11-22,1,ATL,BRK,1,147,145,51,116,0.44,18,49,0.367,27,29,0.931,22,58,24,10,8,14,18,55,113,0.487,15,35,0.429,20,24,0.833,22,59,28,8,6,16,24,0.4615384615384615,2024
2023-11-25,0,ATL,WAS,1,136,108,52,102,0.51,18,37,0.486,14,20,0.7,17,49,29,13,2,10,15,43,88,0.489,10,38,0.263,12,12,1.0,8,41,33,5,6,20,17,0.5,2024
2023-11-26,0,ATL,BOS,0,103,113,36,88,0.409,19,53,0.358,12,19,0.632,11,43,15,5,4,16,17,42,95,0.442,13,47,0.277,16,20,0.8,18,58,24,9,3,13,19,0.5333333333333333,2024
2023-11-28,0,ATL,CLE,0,105,128,35,101,0.347,13,44,0.295,22,24,0.917,14,44,21,9,3,11,16,50,93,0.538,13,36,0.361,15,17,0.882,12,55,27,8,12,17,20,0.5,2024
2023-11-30,0,ATL,SAS,1,137,135,49,96,0.51,14,33,0.424,25,29,0.862,8,37,24,14,2,10,25,48,89,0.539,18,41,0.439,21,23,0.913,11,47,34,4,7,21,22,0.4705882352941176,2024
2023-12-02,0,ATL,MIL,0,121,132,45,101,0.446,15,38,0.395,16,21,0.762,15,40,23,11,4,11,14,53,89,0.596,14,33,0.424,12,15,0.8,8,44,33,5,6,16,19,0.5,2024
2023-12-06,1,ATL,BRK,0,113,114,42,94,0.447,12,35,0.343,17,18,0.944,11,49,25,5,4,13,23,43,94,0.457,11,27,0.407,17,24,0.708,12,45,24,7,6,12,19,0.4736842105263157,2024
2023-12-08,0,ATL,PHI,0,114,125,41,104,0.394,13,39,0.333,19,21,0.905,23,55,20,3,4,14,23,42,87,0.483,11,30,0.367,30,37,0.811,14,48,24,6,8,11,14,0.45,2024
2023-12-11,1,ATL,DEN,0,122,129,44,96,0.458,17,44,0.386,17,18,0.944,13,35,25,9,2,10,21,47,88,0.534,12,29,0.414,23,29,0.793,14,49,29,9,8,16,19,0.4285714285714285,2024
2023-12-13,0,ATL,TOR,0,128,135,48,100,0.48,18,41,0.439,14,19,0.737,13,42,32,9,8,7,18,50,87,0.575,18,34,0.529,17,24,0.708,9,47,39,3,9,15,18,0.4090909090909091,2024
2023-12-15,0,ATL,TOR,1,125,104,52,101,0.515,16,41,0.39,5,6,0.833,16,55,34,4,4,14,19,40,77,0.519,10,31,0.323,14,25,0.56,3,32,30,8,6,14,19,0.391304347826087,2024
2023-12-16,0,ATL,CLE,0,119,127,41,85,0.482,15,36,0.417,22,25,0.88,6,34,21,5,4,11,21,49,101,0.485,16,42,0.381,13,15,0.867,18,49,32,8,3,11,22,0.4166666666666667,2024
2023-12-18,1,ATL,DET,1,130,124,46,85,0.541,16,36,0.444,22,27,0.815,11,40,25,6,10,18,24,48,94,0.511,9,22,0.409,19,27,0.704,12,36,23,7,3,13,26,0.4,2024
2023-12-20,0,ATL,HOU,1,134,127,47,91,0.516,17,40,0.425,23,28,0.821,12,44,31,4,3,12,18,44,89,0.494,16,34,0.471,23,23,1.0,8,37,25,4,6,9,23,0.4230769230769231,2024
2023-12-22,0,ATL,MIA,0,113,122,42,96,0.438,19,54,0.352,10,14,0.714,12,43,29,9,2,14,23,40,86,0.465,17,39,0.436,25,30,0.833,12,48,21,7,2,17,18,0.4444444444444444,2024
2023-12-23,1,ATL,MEM,0,119,125,45,96,0.469,13,43,0.302,16,20,0.8,13,41,28,8,5,11,22,50,97,0.515,11,33,0.333,14,22,0.636,15,51,29,6,7,12,16,0.4285714285714285,2024
2023-12-26,0,ATL,CHI,0,113,118,41,89,0.461,13,45,0.289,18,21,0.857,12,40,24,6,3,16,21,42,92,0.457,7,25,0.28,27,31,0.871,18,48,23,10,2,10,17,0.4137931034482758,2024
2023-12-29,1,ATL,SAC,0,110,117,37,94,0.394,15,43,0.349,21,25,0.84,18,51,29,9,4,15,16,46,89,0.517,17,45,0.378,8,15,0.533,5,38,35,9,3,12,20,0.4,2024
2023-12-31,0,ATL,WAS,1,130,126,47,95,0.495,12,32,0.375,24,37,0.649,12,58,27,5,3,12,18,46,98,0.469,17,53,0.321,17,21,0.81,6,42,35,5,9,9,21,0.3870967741935484,2024
2024-01-03,1,ATL,OKC,1,141,138,48,95,0.505,14,39,0.359,31,33,0.939,15,49,30,8,5,13,21,50,91,0.549,18,36,0.5,20,26,0.769,9,37,30,10,1,13,23,0.40625,2024
2024-01-05,0,ATL,IND,0,116,150,40,93,0.43,10,42,0.238,26,30,0.867,14,39,21,6,3,14,11,60,94,0.638,19,39,0.487,11,13,0.846,8,39,50,12,3,16,24,0.4242424242424242,2024
2024-01-07,0,ATL,ORL,0,110,117,42,91,0.462,9,30,0.3,17,29,0.586,8,50,21,9,10,13,23,43,98,0.439,17,41,0.415,14,22,0.636,13,57,25,8,3,13,24,0.4117647058823529,2024
2024-01-10,1,ATL,PHI,1,139,132,48,102,0.471,12,34,0.353,31,42,0.738,16,55,32,6,8,13,21,46,102,0.451,12,34,0.353,28,33,0.848,13,51,26,8,9,11,28,0.4,2024
2024-01-12,1,ATL,IND,0,108,126,40,89,0.449,11,30,0.367,17,23,0.739,12,28,25,14,2,15,13,53,79,0.671,11,18,0.611,9,12,0.75,10,45,41,12,9,27,21,0.4166666666666667,2024
2024-01-13,1,ATL,WAS,0,99,127,32,93,0.344,11,40,0.275,24,33,0.727,16,50,21,9,7,16,20,47,97,0.485,12,32,0.375,21,26,0.808,12,54,32,10,9,12,22,0.4054054054054054,2024
2024-01-15,1,ATL,SAS,1,109,99,40,93,0.43,13,38,0.342,16,21,0.762,13,57,24,8,6,20,19,38,95,0.4,11,42,0.262,12,17,0.706,9,44,27,10,8,18,18,0.3947368421052631,2024
2024-01-17,1,ATL,ORL,1,106,104,39,76,0.513,8,25,0.32,20,22,0.909,10,41,21,8,2,23,17,39,88,0.443,10,35,0.286,16,22,0.727,16,40,18,16,8,13,22,0.4102564102564102,2024
2024-01-19,0,ATL,MIA,1,109,108,40,87,0.46,15,35,0.429,14,17,0.824,9,38,23,6,2,15,20,38,82,0.463,12,31,0.387,20,22,0.909,13,44,21,7,2,18,17,0.425,2024
2024-01-20,1,ATL,CLE,0,95,116,37,93,0.398,11,38,0.289,10,15,0.667,11,45,25,5,4,11,15,43,85,0.506,16,43,0.372,14,16,0.875,4,49,32,7,6,14,16,0.4390243902439024,2024
2024-01-22,0,ATL,SAC,0,107,122,36,93,0.387,14,40,0.35,21,27,0.778,13,50,19,2,7,12,19,43,93,0.462,12,38,0.316,24,27,0.889,10,51,22,8,2,9,21,0.4285714285714285,2024
2024-01-24,0,ATL,GSW,0,112,134,39,94,0.415,14,43,0.326,20,26,0.769,13,45,30,7,2,11,16,51,91,0.56,16,33,0.485,16,22,0.727,11,49,26,6,9,10,18,0.4186046511627907,2024
2024-01-26,1,ATL,DAL,0,143,148,51,97,0.526,15,34,0.441,26,30,0.867,12,36,32,7,2,7,24,51,85,0.6,19,35,0.543,27,32,0.844,6,37,28,3,5,13,25,0.4090909090909091,2024
2024-01-28,1,ATL,TOR,1,126,125,44,95,0.463,6,27,0.222,32,40,0.8,20,51,27,7,4,14,21,41,89,0.461,15,31,0.484,28,32,0.875,15,46,29,12,3,14,30,0.4,2024
2024-01-30,1,ATL,LAL,1,138,122,53,101,0.525,16,38,0.421,16,18,0.889,12,46,32,10,2,12,18,48,90,0.533,12,33,0.364,14,25,0.56,7,37,28,12,3,14,16,0.4130434782608695,2024
2024-02-02,1,ATL,PHO,1,129,120,49,95,0.516,17,44,0.386,14,18,0.778,12,43,29,7,4,10,13,47,88,0.534,14,37,0.378,12,14,0.857,8,38,31,6,5,17,17,0.425531914893617,2024
2024-02-03,1,ATL,GSW,1,141,134,55,114,0.482,14,43,0.326,17,22,0.773,16,57,27,5,4,8,20,50,112,0.446,18,56,0.321,16,20,0.8,14,57,26,4,7,14,23,0.4375,2024
2024-02-05,1,ATL,LAC,0,144,149,51,95,0.537,20,39,0.513,22,27,0.815,13,39,35,5,4,11,22,52,89,0.584,21,35,0.6,24,31,0.774,8,36,32,8,5,8,19,0.4489795918367347,2024
2024-02-07,0,ATL,BOS,0,117,125,43,102,0.422,13,41,0.317,18,20,0.9,13,49,24,8,2,9,13,49,93,0.527,17,49,0.347,10,11,0.909,6,45,33,6,9,14,16,0.44,2024
2024-02-09,0,ATL,PHI,1,127,121,42,81,0.519,16,36,0.444,27,33,0.818,9,40,31,4,9,13,19,42,98,0.429,15,45,0.333,22,29,0.759,18,49,24,7,6,10,24,0.4313725490196078,2024
2024-02-10,1,ATL,HOU,1,122,113,40,88,0.455,14,41,0.341,28,37,0.757,9,41,25,7,8,11,18,44,100,0.44,13,43,0.302,12,19,0.632,16,58,22,6,6,17,26,0.4423076923076923,2024
2024-02-12,1,ATL,CHI,0,126,136,44,94,0.468,14,43,0.326,24,29,0.828,15,49,33,4,3,12,20,51,92,0.554,13,28,0.464,21,29,0.724,7,43,29,6,2,6,22,0.4528301886792453,2024
2024-02-14,0,ATL,CHO,0,99,122,36,89,0.404,9,38,0.237,18,20,0.9,15,45,23,5,6,16,20,44,89,0.494,15,37,0.405,19,20,0.95,12,46,27,7,4,13,18,0.4444444444444444,2024
2024-02-23,1,ATL,TOR,0,121,123,46,106,0.434,12,39,0.308,17,24,0.708,20,54,27,5,4,9,11,50,102,0.49,15,39,0.385,8,8,1.0,11,47,37,3,7,12,20,0.4363636363636363,2024
2024-02-25,1,ATL,ORL,1,109,92,41,90,0.456,12,29,0.414,15,17,0.882,9,44,31,10,3,10,17,35,84,0.417,14,38,0.368,8,18,0.444,14,51,23,7,9,20,19,0.4285714285714285,2024
2024-02-27,1,ATL,UTA,1,124,97,46,93,0.495,12,32,0.375,20,23,0.87,15,55,27,8,8,18,15,35,94,0.372,11,38,0.289,16,19,0.842,12,43,24,11,4,18,15,0.4385964912280701,2024
2024-02-29,0,ATL,BRK,0,97,124,37,86,0.43,8,28,0.286,15,21,0.714,8,39,18,3,8,14,14,46,90,0.511,22,46,0.478,10,13,0.769,8,43,30,6,4,10,16,0.4482758620689655,2024
2024-03-02,0,ATL,BRK,0,102,114,37,87,0.425,11,34,0.324,17,23,0.739,12,42,23,4,4,12,19,41,88,0.466,15,32,0.469,17,22,0.773,12,45,28,6,8,11,19,0.4406779661016949,2024
2024-03-05,0,ATL,NYK,1,116,100,44,87,0.506,10,31,0.323,18,23,0.783,13,51,26,6,5,16,13,38,99,0.384,16,52,0.308,8,11,0.727,17,40,27,8,6,12,18,0.4333333333333333,2024
2024-03-06,1,ATL,CLE,1,112,101,43,84,0.512,11,30,0.367,15,20,0.75,8,42,27,7,3,11,17,39,89,0.438,10,44,0.227,13,17,0.765,10,42,27,5,4,15,16,0.4426229508196721,2024
2024-03-08,0,ATL,MEM,1,99,92,37,87,0.425,15,35,0.429,10,15,0.667,15,47,21,9,5,16,20,30,74,0.405,10,26,0.385,22,30,0.733,10,38,21,10,11,13,19,0.4516129032258064,2024
2024-03-10,1,ATL,NOP,0,103,116,38,91,0.418,17,46,0.37,10,13,0.769,12,41,28,6,4,11,15,43,75,0.573,14,27,0.519,16,22,0.727,4,43,32,8,7,12,10,0.4603174603174603,2024
2024-03-13,0,ATL,POR,0,102,106,38,88,0.432,14,39,0.359,12,18,0.667,13,38,19,11,6,15,23,38,82,0.463,10,30,0.333,20,24,0.833,12,49,24,7,5,18,21,0.453125,2024
2024-03-15,0,ATL,UTA,0,122,124,41,92,0.446,20,39,0.513,20,27,0.741,11,41,32,7,5,9,16,46,90,0.511,14,36,0.389,18,20,0.9,10,49,24,6,7,13,21,0.4461538461538462,2024
2024-03-17,0,ATL,LAC,1,110,93,41,84,0.488,17,34,0.5,11,12,0.917,10,45,32,10,7,16,22,28,74,0.378,11,36,0.306,26,29,0.897,10,40,17,10,5,16,13,0.4393939393939394,2024
2024-03-18,0,ATL,LAL,0,105,136,42,98,0.429,9,41,0.22,12,15,0.8,12,42,32,8,5,9,14,52,90,0.578,15,36,0.417,17,20,0.85,4,48,39,6,4,9,15,0.4477611940298507,2024
2024-03-21,0,ATL,PHO,0,115,128,40,91,0.44,12,35,0.343,23,29,0.793,12,36,27,11,3,11,23,41,74,0.554,22,41,0.537,24,27,0.889,7,38,28,4,11,17,19,0.4411764705882353,2024
2024-03-23,1,ATL,CHO,1,132,91,50,90,0.556,20,42,0.476,12,14,0.857,11,43,40,9,5,9,14,35,84,0.417,11,39,0.282,10,14,0.714,11,39,25,3,4,15,9,0.4347826086956521,2024
2024-03-25,1,ATL,BOS,1,120,118,46,87,0.529,18,36,0.5,10,17,0.588,15,44,30,5,3,13,18,47,95,0.495,11,38,0.289,13,19,0.684,12,38,21,7,8,9,16,0.4428571428571428,2024
2024-03-27,1,ATL,POR,1,120,106,44,85,0.518,16,41,0.39,16,20,0.8,8,41,23,12,9,17,17,43,85,0.506,14,31,0.452,6,10,0.6,6,33,35,8,2,19,18,0.4507042253521127,2024
2024-03-28,1,ATL,BOS,1,123,122,51,104,0.49,15,44,0.341,6,10,0.6,17,53,24,5,5,11,17,45,94,0.479,14,36,0.389,18,21,0.857,9,43,28,7,6,12,15,0.4583333333333333,2024
2024-03-30,1,ATL,MIL,0,113,122,42,92,0.457,14,35,0.4,15,18,0.833,9,39,24,5,3,11,26,43,78,0.551,8,28,0.286,28,35,0.8,6,40,27,7,5,12,18,0.4657534246575342,2024
2024-04-01,0,ATL,CHI,1,113,101,41,82,0.5,19,40,0.475,12,18,0.667,8,45,29,4,5,15,21,37,94,0.394,7,28,0.25,20,24,0.833,16,51,17,8,2,8,17,0.4594594594594595,2024
2024-04-03,1,ATL,DET,1,121,113,49,90,0.544,13,38,0.342,10,15,0.667,6,48,36,9,8,16,13,43,94,0.457,10,30,0.333,17,21,0.81,8,37,24,14,3,10,13,0.4666666666666667,2024
2024-04-04,0,ATL,DAL,0,95,109,34,85,0.4,13,38,0.342,14,21,0.667,11,56,21,7,2,21,22,38,94,0.404,18,49,0.367,15,17,0.882,11,53,20,7,7,14,17,0.4736842105263157,2024
